brands,categories,countries,energy-kcal_100g,fat_100g,nutrition_data,nutrition_data_prepared_per,nutrition_grades,product_name,proteins_100g,fiber_100g,nutrition_data_per,salt_100g,saturated-fat_100g,sugars_100g,nutriments_estimated,serving_quantity,nutrition_data_prepared,no_nutrition_data
Pâturages,"Produits laitiers,Laits,Laits homogénéisés,Laits demi-écrémés,Laits UHT,Autres produits","Belgique,France,Suisse",46.0,1.6,on,100g,b,Lait uht 1/2 ecreme bio bt 1l,3.3,0.0,100ml,0.1,1.1,4.8,"{'alcohol_100g': 0.0, 'beta-carotene_100g': 7e-06, 'cholesterol_100g': 0.0025, 'copper_100g': 1.2e-05, 'fructose_100g': 0.0, 'galactose_100g': 0.0, 'glucose_100g': 0.0, 'iodine_100g': 2.43e-05, 'iron_100g': 3e-05, 'lactose_100g': 4.93, 'magnesium_100g': 0.0116, 'maltose_100g': 0.0, 'manganese_100g': 5.5e-06, 'pantothenic-acid_100g': 0.00036, 'phosphorus_100g': 0.099, 'phylloquinone_100g': 0.0, 'polyols_100g': 0.0, 'potassium_100g': 0.157, 'selenium_100g': 1.66e-06, 'starch_100g': 0.0, 'sucrose_100g': 0.0, 'vitamin-a_100g': 1.78e-06, 'vitamin-b12_100g': 4.9e-07, 'vitamin-b1_100g': 4.3e-05, 'vitamin-b2_100g': 0.00018, 'vitamin-b6_100g': 4.4e-05, 'vitamin-b9_100g': 4.9e-06, 'vitamin-c_100g': 0.0013, 'vitamin-d_100g': 7.5e-08, 'vitamin-e_100g': 9e-06, 'vitamin-pp_100g': 9.2e-05, 'water_100g': 90.8, 'zinc_100g': 0.00042}",,,
Alpina Savoie,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Pâtes alimentaires,Crozets,Crozets de Savoie",France,365.0,3.0,on,100g,a,Les Crozets au Sarrasin,13.0,3.5,100g,0.25,0.8,2.5,,,,
Saint jean,"Plats préparés, Frais, Plats préparés frais, Quenelles, Quenelles nature, Quenelles natures ∣ nature-quenelle",France,216.0,15.0,on,100g,c,Suprêmes soufflés Nature 4x120g,5.8,,100g,0.94,2.3,0.0,"{'alcohol_100g': 0, 'beta-carotene_100g': 9.5e-07, 'calcium_100g': 0.032880125, 'cholesterol_100g': 0.13134, 'copper_100g': 7.797276e-05, 'fiber_100g': 1.292, 'fructose_100g': 0.04375, 'galactose_100g': 0, 'glucose_100g': 0.1081, 'iodine_100g': 1.7572e-05, 'iron_100g': 0.0010523529, 'lactose_100g': 0.019, 'magnesium_100g': 0.017857436, 'maltose_100g': 0.22235, 'manganese_100g': 0.000427836967, 'pantothenic-acid_100g': 0.0006093, 'phosphorus_100g': 0.1091576, 'phylloquinone_100g': 1.124789e-05, 'polyols_100g': 0, 'potassium_100g': 0.097782541, 'selenium_100g': 3.25485e-06, 'starch_100g': 11.267, 'sucrose_100g': 0.13115, 'vitamin-a_100g': 6.006e-05, 'vitamin-b12_100g': 4.785e-07, 'vitamin-b1_100g': 6.755e-05, 'vitamin-b2_100g': 0.00014945, 'vitamin-b6_100g': 7.04e-05, 'vitamin-b9_100g': 1.6103e-05, 'vitamin-c_100g': 4.75e-05, 'vitamin-d_100g': 6.451e-07, 'vitamin-e_100g': 0.00492381, 'vitamin-pp_100g': 3.029e-05, 'water_100g': 57.5951269, 'zinc_100g': 0.000702058}",,,
Daco Bello,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Snacks,Snacks salés,Amuse-gueules,Fruits et produits dérivés,Produits déshydratés,Aliments à base de plantes séchées,Fruits secs,Mélanges de fruits secs,Mélanges de fruits secs et de fruits à coque",France,465.0,27.0,on,100g,c,Formule boost,21.0,7.3,100g,0.02,3.0,28.0,"{'alcohol_100g': 0, 'beta-carotene_100g': 9.975e-05, 'calcium_100g': 0.072921875, 'cholesterol_100g': 0, 'fructose_100g': 0.478125, 'galactose_100g': 0, 'glucose_100g': 2.1184375, 'iodine_100g': 3.421875e-07, 'lactose_100g': 0, 'maltose_100g': 0.013125, 'pantothenic-acid_100g': 0.0002325, 'phylloquinone_100g': 3.290625e-06, 'polyols_100g': 0.25, 'potassium_100g': 0.47903125, 'sucrose_100g': 1.643125, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 2.79375e-05, 'vitamin-b2_100g': 8.71875e-05, 'vitamin-b6_100g': 0.0001340625, 'vitamin-b9_100g': 8.40625e-06, 'vitamin-d_100g': 0, 'vitamin-pp_100g': 0.0005615625, 'water_100g': 64.7828125}",,,
Ethiquable,"Cacao et dérivés,Chocolats,Chocolats noirs,Chocolat noir en tablette extra dégustation à 70% de cacao minimum,Chocolat noir",France,592.0,46.0,on,100g,d,Chocolat noir 74% Côte d'Ivoire,8.2,15.0,100g,0.14,28.0,24.0,,,,
,"Beverages and beverages preparations, Beverages, Waters, Spring waters, Mineral waters, en:non-carbonated-natural-mineral-waters","France,Maroc",0.0,0.0,on,100g,a,Ain soltane 50cl,0.0,,100g,0.004,0.0,0.0,,,,
Gullón,"Lanches comida,Lanches doces,Biscoitos e Bolos,en:Biscuits and crackers,Biscoitos,en:Oatmeal cookies","France, Italy, Morocco, Spain, Tunisia, en:portugal",462.0,18.0,on,100g,d,Digestive Muesli,7.5,7.0,100g,0.7,2.0,21.0,,,,
La Carloteña,"Meats and their products, Meats, Prepared meats, Chicken and its products, Poultries, Chickens, en:cooked-poultries",España,100.0,2.0,on,100g,a,Pechuguita de Pollo,26.8,,,0.004,0.6,0.4,,,,
miel el Aâssal,"Miels,Miels d'eucalyptus","Maroc,en:morocco",,,on,100g,unknown,miel,,,100g,,,,,,,
كوسومار,"en:Sweeteners, en:Sugars, en:Cane sugar",en:morocco,400.0,0.0,on,100g,e,enmer,0.0,,100g,0.0,0.0,100.0,,,,
Brioche Pasquier,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains grillés,Pains de campagne",France,398.0,6.2,on,100g,c,Pain grillé,12.0,7.3,,1.3,0.9,4.9,,,,
"Carrefour BIO,Carrefour","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Rolled flakes,Rolled oats","Belgium,France,Italy,Kenya,Morocco,Réunion,Spain,Switzerland",372.0,7.0,on,100g,a,Flocons d'avoine,14.0,10.0,100g,0.01,1.3,0.7,"{'alcohol_100g': 0, 'beta-carotene_100g': 0, 'calcium_100g': 0.0843, 'cholesterol_100g': 0, 'copper_100g': 0.0003, 'fructose_100g': 0, 'galactose_100g': 0, 'glucose_100g': 0, 'iodine_100g': 5e-07, 'iron_100g': 0.00405, 'lactose_100g': 0, 'magnesium_100g': 0.148, 'maltose_100g': 0, 'manganese_100g': 0.00472, 'pantothenic-acid_100g': 0.00131, 'phosphorus_100g': 0.422, 'phylloquinone_100g': 2e-06, 'polyols_100g': 0, 'potassium_100g': 0.377, 'selenium_100g': 3.05e-06, 'starch_100g': 56.9, 'sucrose_100g': 0.97, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0.00043, 'vitamin-b2_100g': 0.00014, 'vitamin-b6_100g': 0.00012, 'vitamin-b9_100g': 3.96e-05, 'vitamin-c_100g': 0, 'vitamin-d_100g': 0, 'vitamin-e_100g': 0.00059, 'vitamin-pp_100g': 0.00096, 'water_100g': 10.1, 'zinc_100g': 0.00333}",,,
Lotus,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Spéculoos, Biscuits sucrés & biscuits apéritifs, en:Biscuits/Cookies (Shelf Stable)",France,484.0,19.0,on,100g,e,LOTUS BISCOFF Speculoos Original Pocket - 186g (12x2p),4.9,1.3,100g,0.92,8.0,38.1,,,,
CHERGUI,Crèmes fraîches,"France,Maroc",,,on,100g,d,قشدة طرية,,,100g,,,,"{'alcohol_100g': 0, 'beta-carotene_100g': 7.81e-05, 'calcium_100g': 0.0822, 'carbohydrates_100g': 2.87, 'cholesterol_100g': 0.0906, 'copper_100g': 7.5e-06, 'energy-kcal_100g': 269, 'energy-kj_100g': 1110, 'energy_100g': 1110, 'fat_100g': 26, 'fiber_100g': 1.39, 'fructose_100g': 0.05, 'galactose_100g': 0.05, 'glucose_100g': 0.05, 'iodine_100g': 1.06e-05, 'iron_100g': 9.8e-05, 'lactose_100g': 2.65, 'magnesium_100g': 0.00813, 'maltose_100g': 0.05, 'manganese_100g': 3.1e-06, 'pantothenic-acid_100g': 0.00025, 'phosphorus_100g': 0.0662, 'phylloquinone_100g': 4.7e-07, 'polyols_100g': 0, 'potassium_100g': 0.105, 'proteins_100g': 2.88, 'salt_100g': 0.08, 'saturated-fat_100g': 17.8, 'selenium_100g': 1.18e-06, 'sodium_100g': 0.0319, 'starch_100g': 0.058, 'sucrose_100g': 0.053, 'sugars_100g': 2.77, 'vitamin-a_100g': 0.000211, 'vitamin-b12_100g': 1.8e-07, 'vitamin-b1_100g': 2.8e-05, 'vitamin-b2_100g': 0.00018, 'vitamin-b6_100g': 3.5e-05, 'vitamin-b9_100g': 2.23e-05, 'vitamin-c_100g': 0.0003, 'vitamin-d_100g': 1.7e-07, 'vitamin-e_100g': 0.00052, 'vitamin-pp_100g': 0.00015, 'water_100g': 68, 'zinc_100g': 0.00027}",,,
Excelo,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits",Morocco,494.0,21.0,on,100g,e,Top cookies,5.8,1.2,100g,0.1,10.2,31.0,,,,
,,en:Morocco,,,,,unknown,Chargement…,,,,,,,,,,
finest,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Rye-and-wheat breads, Sourdough, en:rye-breads",en:United Kingdom,203.333333333333,8.6,on,100g,a,Rye and Mixed Seed Sourdough Bread,8.6,13.6,,0.39,0.8,4.8,"{'alcohol_100g': 0, 'beta-carotene_100g': 3.66842269897461e-06, 'calcium_100g': 0.0236949056625366, 'cholesterol_100g': 0, 'copper_100g': 0.000231759685516357, 'fructose_100g': 0.0736345291137695, 'galactose_100g': 0, 'glucose_100g': 0.0781023025512695, 'iodine_100g': 7.95606231689453e-06, 'iron_100g': 0.00174626264572144, 'lactose_100g': 0.0708032608032227, 'magnesium_100g': 0.058473832321167, 'maltose_100g': 0.740263786315918, 'manganese_100g': 0.00162914955062866, 'pantothenic-acid_100g': 0.00035023344039917, 'phosphorus_100g': 0.169589347839355, 'phylloquinone_100g': 4.4530086517334e-07, 'polyols_100g': 0, 'potassium_100g': 0.214720405578613, 'selenium_100g': 7.4440559387207e-06, 'starch_100g': 42.0029819488525, 'sucrose_100g': 0.44273983001709, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0.00020047155380249, 'vitamin-b2_100g': 5.62516212463379e-06, 'vitamin-b6_100g': 0.00010221887588501, 'vitamin-b9_100g': 1.98316442489624e-05, 'vitamin-c_100g': 0.000186758518218994, 'vitamin-d_100g': 9.20442390441895e-08, 'vitamin-e_100g': 0.000784639587402344, 'vitamin-pp_100g': 7.57534980773926e-05, 'water_100g': 32.7529588317871, 'zinc_100g': 0.00147794143676758}",,,
Ocean Spray,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Boissons à base de végétaux,Boissons aux fruits,Boissons édulcorées,Boissons à la canneberge",France,10.0,0.0,on,100g,c,Jus de cranberry,0.0,,100ml,0.04,0.0,1.5,,,,
Hacendado,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Desayunos,Cereales y patatas,Cereales y derivados,Cereales para el desayuno,en:Extruded cereals","Portugal,España",393.0,6.4,on,100g,a,Avena Crunchy Cacao,13.0,11.0,100g,0.18,1.6,9.0,,,,
Nature Valley,"Snacks,Snacks sucrés,Barres,Barres de céréales,Barres de céréales aux fruits","France,Émirats arabes unis",452.38,16.9,on,100g,d,Nature valley crunchy oats and berries,7.38,6.19048,,0.66667,2.61905,30.2381,,,,
Bonne Maman,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Muffins, Gâteaux au chocolat, Muffins au chocolat","France,Germany,Switzerland",463.768115942029,26.0869565217391,on,100g,e,Petits Muffins Chocolat,5.07246376811594,2.89855072463768,100g,0.00072463768115942,5.07246376811594,34.7826086956522,,,,
Lindt & Sprüngli,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs extra fin","France,Maroc,Pays-Bas,Espagne",531.0,32.0,on,100g,e,Excellence Noir Sésame Grillé,6.8,,100g,0.09,17.0,45.0,,,,
,,en:Morocco,,,,,unknown,Essence lash,,,,,,,,,,
"Philadelphia,Mondelez","Milchprodukte,Fermentierte Lebensmittel,Fermentierte Milch,Käse,Frischkäse,en:Cream cheeses","Austria, Czech Republic, France, Germany, en:ukraine",226.0,21.0,on,100g,d,Frischkäse Original Philadelphia,5.4,0.2,,0.75,14.0,4.3,,,,
Al Boustane,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Nectars de fruits, Nectars d'orange",Morocco,46.0,0.0,on,100g,e,Nectar Orange,0.0,0.0,100ml,0.0,0.0,11.0,,,,
Maison Tino,"Viandes et dérivés, Plats préparés, Frais, Plats préparés à la viande, Plats préparés frais, Plats à la volaille, Plats au canard, Parmentiers de canard","France,en:france",152.0,8.9,on,100g,c,Parmentier de canard,6.0,,100g,0.79,3.2,2.2,,,,
"Freshona, Sol & Mar","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Pulses,Chickpeas,Canned legumes,Canned chickpeas","Czech Republic,France,Germany,Poland,Spain,Switzerland,Netherlands",117.0,2.4,on,100g,a,Kichererbsen,6.3,7.6,,0.6,0.5,1.2,"{'beta-carotene_100g': 8.5905e-06, 'calcium_100g': 0.033360795, 'cholesterol_100g': 0, 'copper_100g': 0.0001779955, 'fructose_100g': 0.011205, 'galactose_100g': 0, 'glucose_100g': 0.011205, 'iodine_100g': 0.000239025, 'iron_100g': 0.00089953, 'lactose_100g': 0.011205, 'magnesium_100g': 0.02106621, 'maltose_100g': 0.011205, 'manganese_100g': 0.00051577373, 'pantothenic-acid_100g': 0.0002241, 'phosphorus_100g': 0.0626395, 'phylloquinone_100g': 2.5398e-06, 'polyols_100g': 0.18675, 'potassium_100g': 0.103075195, 'selenium_100g': 1.75316e-05, 'starch_100g': 8.5158, 'sucrose_100g': 0.32868, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 2.241e-05, 'vitamin-b2_100g': 1.1205e-05, 'vitamin-b6_100g': 0.00021663, 'vitamin-b9_100g': 2.72655e-05, 'vitamin-c_100g': 7.47e-05, 'vitamin-d_100g': 0, 'vitamin-e_100g': 0.00021663, 'vitamin-pp_100g': 0.00010458, 'water_100g': 66.5121155, 'zinc_100g': 0.0007072335}",,,
"Brun, Mondelez","Snacks, Sweet snacks, Biscuits and cakes, Cakes, en:chocolate-stuffed-wafers",Francia,512.0,26.0,on,100g,e,14 Gaufrettes saveur Cacao,5.6,3.1,100g,0.29,16.0,39.0,,,,
"LU, belVita","Snacks,Petit-déjeuners,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuit sec pour petit déjeuner","Belgique,France,Luxembourg,Suisse",436.0,14.0,on,100g,c,BelVita Original Petit Déjeuner pépites de chocolat,8.6,7.1,100g,0.85,2.0,16.0,,,,
Bjorg,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Sweet snacks,Biscuits and cakes,Cereals and their products,Puffed cereal cakes,Puffed wheat cakes,Puffed spelt cakes","France,French Guiana,Morocco,Switzerland",370.0,2.9,on,100g,a,Galette Épeautre Son d'Avoine,17.0,9.8,,0.2,0.6,0.7,"{'alcohol_100g': 0, 'beta-carotene_100g': 3.2e-06, 'calcium_100g': 0.032882, 'chloride_100g': 0.0105, 'cholesterol_100g': 0, 'copper_100g': 0.00046282, 'fructose_100g': 0.1744, 'galactose_100g': 0, 'glucose_100g': 0.5456, 'iodine_100g': 1.984, 'iron_100g': 0.00391514, 'lactose_100g': 0.0208, 'magnesium_100g': 0.1229854, 'maltose_100g': 3.2464, 'manganese_100g': 0.00289776, 'pantothenic-acid_100g': 0.0006997, 'phosphorus_100g': 0.36474, 'phylloquinone_100g': 2.336e-06, 'polyols_100g': 0, 'potassium_100g': 0.342494, 'selenium_100g': 8.645e-06, 'starch_100g': 57.5744, 'sucrose_100g': 0.40868, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0.0002421, 'vitamin-b2_100g': 7.26e-05, 'vitamin-b6_100g': 0.00019264, 'vitamin-b9_100g': 2.932e-05, 'vitamin-c_100g': 0, 'vitamin-d_100g': 0, 'vitamin-e_100g': 0.00069504, 'vitamin-pp_100g': 0.0043869, 'water_100g': 10.8308, 'zinc_100g': 0.003005156}",,,
"Pâturages, Sélection Intermarché","Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Fromages blancs, Fromages blancs natures",France,75.0,3.2,on,100g,b,"Fromage blanc 3,2% de matière grasse",7.2,0.5,100g,0.13,2.1,4.3,,,,
Sojasun,"Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Légumineuses et dérivés,Substituts de produits laitiers,Substituts du lait,Boissons à base de végétaux,Boissons végétales,Boissons végétales de légumineuses,Boissons végétales de soja,Boissons de soja nature non sucrées,Boisson au soja nature enrichie en calcium","France, Morocco, Switzerland, en:reunion",43.0,2.6,on,100g,b,SOJA NATURE SANS SUCRES,4.7,,,0.0775,0.5,0.5,,,,
Equador,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs extra fin","France,La Réunion",561.0,43.0,on,100g,d,Chocolat 85%,11.0,17.0,100g,0.0,28.0,16.0,"{'alcohol_100g': 1.028125, 'beta-carotene_100g': 2.34375e-07, 'calcium_100g': 0.0140475, 'cholesterol_100g': 0, 'copper_100g': 0.00036771875, 'fructose_100g': 0.009375, 'galactose_100g': 0, 'glucose_100g': 0.009375, 'iodine_100g': 1.0125e-06, 'iron_100g': 0.0045701875, 'lactose_100g': 0.009375, 'magnesium_100g': 0.04744375, 'maltose_100g': 0.009375, 'manganese_100g': 0.00040095, 'pantothenic-acid_100g': 7.6875e-05, 'phosphorus_100g': 0.065375, 'phylloquinone_100g': 3.65625e-07, 'polyols_100g': 0.0234375, 'potassium_100g': 0.3720625, 'selenium_100g': 2.1875e-06, 'starch_100g': 0.796875, 'sucrose_100g': 25.034375, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 7.125e-06, 'vitamin-b2_100g': 1.6e-05, 'vitamin-b6_100g': 1.0625e-06, 'vitamin-b9_100g': 1.003125e-05, 'vitamin-c_100g': 2.34375e-05, 'vitamin-d_100g': 2.559375e-07, 'vitamin-e_100g': 0.0011821875, 'vitamin-pp_100g': 0.0001078125, 'water_100g': 2.38625, 'zinc_100g': 0.000606875}",,,
"Bio Village, Marque Repère","Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Légumineuses et dérivés,Substituts de produits laitiers,Substituts du lait,Boissons à base de végétaux,Boissons végétales,Boissons végétales de légumineuses,Boissons sans sucre ajouté,Boissons végétales de soja,Boissons de soja nature non sucrées","France,La Réunion",37.0,1.8,on,100g,b,Boisson au soja nature bio,3.7,0.7,100ml,0.01,0.4,0.7,,,,
Giovanni Rana,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Plats à base de pâtes, Pâtes alimentaires, Pâtes farcies, Pâtes fraîches, Ravioli, Réfrigérés, Plats préparés réfrigérés, Tortellini, Ravioli ricotta & épinards",France,254.0,11.0,on,100g,c,Ravioli bio au blé complet épinards ricotta burrata,9.9,3.7,100g,0.96,2.6,4.1,,,,
paturage,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Skyrs, Skyrs nature, Yaourts et laits fermentes nature non sucres classiques","France, Switzerland, en:belgium",54.3,0.1,on,100g,a,skyr nature 460g,8.7,0.5,100g,0.08,0.0,3.7,,,,
la boulangère,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks sucrés, Pains, Viennoiseries, Pains au lait",France,359.0,13.0,on,100g,c,8 Pains au lait frais Bio à la farine complète 280g,9.4,4.2,100g,0.9,1.2,11.0,"{'alcohol_100g': 0.00659713541666651, 'beta-carotene_100g': 3.55576041666667e-06, 'calcium_100g': 0.038011864375, 'cholesterol_100g': 0.0665313947916667, 'copper_100g': 0.000166557466145833, 'fructose_100g': 0.0679104166666667, 'galactose_100g': 0, 'glucose_100g': 0.10073125, 'iodine_100g': 1.34259666666666e-05, 'iron_100g': 0.00154767808854167, 'lactose_100g': 0.444880416666667, 'magnesium_100g': 0.043484675, 'maltose_100g': 0.590629166666667, 'manganese_100g': 0.00122312255833333, 'pantothenic-acid_100g': 0.000563552083333333, 'phosphorus_100g': 0.165160586458333, 'phylloquinone_100g': 3.09441666666667e-07, 'polyols_100g': 0, 'potassium_100g': 0.193486547916667, 'selenium_100g': 7.30508270833333e-06, 'starch_100g': 32.7691854166667, 'sucrose_100g': 9.75316041666667, 'vitamin-a_100g': 3.04907970833333e-05, 'vitamin-b12_100g': 2.80922083333333e-07, 'vitamin-b1_100g': 0.000174822, 'vitamin-b2_100g': 9.53821666666666e-05, 'vitamin-b6_100g': 9.06664765625e-05, 'vitamin-b9_100g': 2.13711208333333e-05, 'vitamin-c_100g': 0.000241226041666667, 'vitamin-d_100g': 4.03576875e-07, 'vitamin-e_100g': 0.00609052654166666, 'vitamin-pp_100g': 7.50700833333326e-05, 'water_100g': 26.77932525, 'zinc_100g': 0.00126907344791667}",,,
Carrefour,"Zuivelproducten,Gefermenteerde levensmiddelen,Gefermenteerde zuivelproducten,Kazen,Desserts,Desserts op basis van melk,Gefermenteerde melkdesserts,Skyrs,Roomkazen,fr:Yahourt protéiné, Fromages blancs - petit suisses et skyr, Desserts lactés fermentés nature, Skyrs nature",Frankrijk,52.0,0.0,on,100g,a,SKYR Nature,8.9,0.0,100g,0.11,0.0,3.6,,,,
maître Jean pierre,"snacks, snacks-sales, amuse-gueules, biscuits-aperitifs, crackers-au-froment",France,442.0,18.0,on,100g,d,Bio crackers Emmental et graines de courge,18.0,10.0,100g,1.8,4.8,2.4,"{'alcohol_100g': 0, 'beta-carotene_100g': 0.00011635, 'calcium_100g': 0.160537, 'cholesterol_100g': 0.01498, 'copper_100g': 0.00022511, 'fructose_100g': 0.17535, 'galactose_100g': 0, 'glucose_100g': 0.1535, 'iodine_100g': 1.03675e-05, 'iron_100g': 0.0018845, 'lactose_100g': 0.076, 'magnesium_100g': 0.062668, 'maltose_100g': 0.72495, 'manganese_100g': 0.0016106, 'pantothenic-acid_100g': 0.0003909, 'phosphorus_100g': 0.253051, 'phylloquinone_100g': 2.741e-06, 'polyols_100g': 0, 'potassium_100g': 0.250712, 'selenium_100g': 9.737e-06, 'starch_100g': 41.524, 'sucrose_100g': 0.4281, 'vitamin-a_100g': 2.702e-05, 'vitamin-b12_100g': 2.828e-07, 'vitamin-b1_100g': 0.00020924, 'vitamin-b2_100g': 6.645e-05, 'vitamin-b6_100g': 0.00011066, 'vitamin-b9_100g': 2.9085e-05, 'vitamin-c_100g': 0.0018385, 'vitamin-d_100g': 1.299e-07, 'vitamin-e_100g': 0.0019394, 'vitamin-pp_100g': 0.0001593, 'water_100g': 24.1678, 'zinc_100g': 0.0020279}",,,
"Kellogg's, Pringles","Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,de:amuse-gueules,de:chips-de-pommes-de-terre,de:chips-et-frites,de:snacks-salés,Potato crisps,Flavoured potato crisps","Austria, Belgium, France, Germany, Italy, Spain, United Kingdom, en:switzerland",528.0,31.0,on,100g,d,Pringles Original,6.2,4.1,,1.0,3.0,0.9,"{'alcohol_100g': 0, 'beta-carotene_100g': 7.61111111111111e-06, 'calcium_100g': 0.00679340277777778, 'cholesterol_100g': 0, 'copper_100g': 8.77430555555556e-05, 'fructose_100g': 0.187222222222222, 'galactose_100g': 0, 'glucose_100g': 0.220277777777778, 'iodine_100g': 1.14916666666667e-05, 'iron_100g': 0.0004790625, 'lactose_100g': 0.0138888888888889, 'magnesium_100g': 0.0225998263888889, 'maltose_100g': 0.118333333333333, 'manganese_100g': 0.000354083333333334, 'pantothenic-acid_100g': 0.000399833333333333, 'phosphorus_100g': 0.0579222222222222, 'phylloquinone_100g': 1.36611111111111e-06, 'polyols_100g': 0, 'potassium_100g': 0.246203125, 'selenium_100g': 6.56840277777778e-06, 'starch_100g': 20.9166666666667, 'sucrose_100g': 0.221111111111111, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 9.30555555555556e-05, 'vitamin-b2_100g': 1.64722222222222e-05, 'vitamin-b6_100g': 0.000216388888888889, 'vitamin-b9_100g': 2.27194444444444e-05, 'vitamin-c_100g': 0.00165694444444444, 'vitamin-d_100g': 4.69444444444445e-08, 'vitamin-e_100g': 0.01288, 'vitamin-pp_100g': 0.00120027777777778, 'water_100g': 45.7812048611111, 'zinc_100g': 0.000363638888888889}",,,
